Kanal 1 Theta;Kanal 2 Theta;Kanal 1 Alpha;Kanal 2 Alpha;Kanal 1 Lo-Beta;Kanal 2 Lo-Beta;Kanal 1 Beta;Kanal 2 Beta;Ratio Theta Kanal 1 zu 2;Ratio Alpha Kanal 1 zu 2;Ratio Lo-Beta Kanal 1 zu 2;Ratio Beta Kanal 1 zu 2
4,554688;0,554688;2,421875;0,507813;2,976563;0,820313;2,992188;0,390625;11,109375;7,984375;4,148438;6,75
6,28125;0,65625;3,5;0,601563;2,15625;0,625;2,796875;0,359375;10,96875;7,867188;4,039063;6,75
6,164063;0,609375;3,648438;0,539063;2,4375;0,632813;2;0,21875;10,984375;7,757813;4;6,703125
5,382813;0,59375;1,8125;0,46875;3,15625;0,726563;2,546875;0,367188;11,140625;7,726563;4,007813;6,890625
4,171875;0,515625;1,882813;0,640625;2,375;0,773438;2,625;0,390625;11,140625;7,679688;4,015625;6,8125
6,265625;0,484375;5,3125;0,609375;2,054688;0,734375;1,78125;0,367188;11,203125;7,726563;4,015625;6,828125
4,546875;0,421875;7,125;0,671875;2,765625;0,59375;2,226563;0,171875;11,125;7,796875;4,03125;6,976563
5,070313;0,445313;4,859375;0,5;4,40625;0,804688;3,585938;0,3125;11,140625;7,804688;4,015625;7,015625
6,984375;0,609375;8,101563;0,71875;2,429688;0,75;4,539063;0,390625;11,25;7,929688;4,015625;7,101563
6,4375;0,476563;7,164063;0,601563;5,148438;0,765625;2,21875;0,367188;11,304688;8,03125;4,078125;7
5,648438;0,554688;8;0,601563;6,015625;0,757813;6,359375;0,710938;11,3125;8,09375;4,164063;7,164063
7,953125;0,664063;6,75;0,890625;3,054688;0,710938;3,375;0,359375;11,296875;8,023438;4,140625;7,203125
4,0625;0,476563;8,554688;0,796875;4,109375;0,625;3,398438;0,445313;11,25;8,03125;4,117188;7,140625
3,21875;0,429688;4,0625;0,625;1,640625;0,710938;2,28125;0,484375;11,054688;7,921875;4,078125;6,976563
4,296875;0,453125;4,5625;0,726563;2,117188;0,609375;2,3125;0,359375;11,039063;7,90625;4,078125;6,9375
4,375;0,398438;3,484375;0,570313;1,710938;0,695313;2,320313;0,335938;11,007813;7,835938;4,054688;6,9375
5,53125;0,46875;3,859375;0,539063;2,617188;0,6875;2,210938;0,515625;11,085938;7,835938;4,0625;6,976563
9,4375;0,710938;3,695313;0,53125;2,554688;0,570313;2,171875;0,40625;11,132813;7,835938;4,078125;7
10,757813;0,5;6,5625;0,578125;3,640625;0,585938;3,851563;0,265625;11,351563;8,03125;4,179688;7,101563
7,234375;0,539063;7,929688;0,695313;1,859375;0,664063;4,21875;0,46875;11,257813;8,15625;4,164063;7,054688
5,828125;0,460938;7;0,570313;4,039063;0,71875;3,03125;0,679688;11,25;8,171875;4,203125;7,117188
5,320313;0,507813;3,46875;0,671875;2,21875;0,703125;2,546875;0,429688;11,265625;8,109375;4,132813;7,078125
3,46875;0,40625;7,117188;0,726563;2,375;0,59375;1,210938;0,242188;11,390625;8,195313;4,140625;7
3,546875;0,492188;6,734375;0,523438;3,59375;0,59375;4,757813;0,34375;11,40625;8,3125;4,1875;7,242188
6,578125;0,476563;4,179688;0,632813;3,507813;0,710938;3,023438;0,460938;11,25;8,3125;4,234375;7,28125
6,804688;0,617188;3,742188;0,632813;2,171875;0,640625;2,140625;0,328125;11,328125;8,34375;4,234375;7,15625
4,289063;0,492188;7,710938;0,953125;2,007813;0,679688;2,664063;0,3125;11,21875;8,242188;4,226563;7,195313
3,914063;0,539063;5,265625;0,679688;1,632813;0,734375;3,1875;0,398438;11,164063;8,28125;4,210938;7,40625
6,085938;0,625;4,390625;0,75;2,226563;0,796875;2,804688;0,375;11,148438;8,28125;4,164063;7,40625
7,1875;0,539063;4,789063;0,6875;1,546875;0,648438;3,835938;0,578125;11,070313;8,289063;4,132813;7,484375
6,179688;0,46875;6,0625;0,664063;2,179688;0,609375;3,078125;0,40625;11,007813;8,179688;4,109375;7,359375
5,546875;0,601563;3,359375;0,578125;2,453125;0,671875;2,367188;0,257813;10,875;8,21875;4,085938;7,421875
3,695313;0,484375;3,953125;0,5625;3,09375;0,65625;2,757813;0,46875;10,90625;8,242188;4,109375;7,445313
5,726563;0,671875;4,601563;0,773438;2,945313;0,65625;3,710938;0,234375;11,007813;8,203125;4,132813;7,507813
9,148438;1,054688;8,648438;0,695313;2,632813;0,742188;2,992188;0,375;11;8,351563;4,140625;7,523438
27,890625;1,320313;22,960938;1,476563;10,460938;1,203125;9,351563;0,929688;11,578125;8,609375;4,265625;7,65625
3,117188;0,398438;3,492188;0,578125;3,601563;0,703125;2,984375;0,4375;11,375;8,585938;4,296875;7,65625
